country,country_code,year,co2_emissions_mt,co2_per_kwh
PER,PER,2006,7.72,271.22
PER,PER,2007,7.94,267.34
PER,PER,2008,8.03,262.78
PER,PER,2009,8.37,263.32
PER,PER,2010,8.59,256.09
PER,PER,2011,8.91,255.42
PER,PER,2012,9.11,249.63
PER,PER,2013,9.34,247.29
PER,PER,2014,9.59,245.51
PER,PER,2015,9.81,241.94
PER,PER,2016,9.89,233.93
PER,PER,2017,10.29,235.57
PER,PER,2018,10.64,231.6
PER,PER,2019,10.89,228.26
PER,PER,2020,11.13,224.79
PER,PER,2021,11.39,220.35
PER,PER,2022,11.64,217.76
PER,PER,2023,11.71,210.02
PER,PER,2024,12.12,208.38
PHL,PHL,2000,32.36,580.9
PHL,PHL,2001,33.08,578.07
PHL,PHL,2002,33.56,568.77
PHL,PHL,2003,34.05,565.36
PHL,PHL,2004,35.03,563.17
PHL,PHL,2005,35.62,558.02
PHL,PHL,2006,36.54,558.21
PHL,PHL,2007,37.43,550.23
PHL,PHL,2008,37.6,545.86
PHL,PHL,2009,38.96,544.1
PHL,PHL,2010,39.64,536.3
PHL,PHL,2011,40.23,532.77
PHL,PHL,2012,40.65,525.52
PHL,PHL,2013,42.01,523.83
PHL,PHL,2014,42.7,519.0
PHL,PHL,2015,43.99,515.78
PHL,PHL,2016,44.82,513.16
PHL,PHL,2017,46.22,509.38
PHL,PHL,2018,46.27,502.04
PHL,PHL,2019,48.18,501.34
PHL,PHL,2020,47.89,489.58
PHL,PHL,2021,49.04,488.51
PHL,PHL,2022,50.16,483.39
PHL,PHL,2023,51.36,480.69
PHL,PHL,2024,52.07,475.74
PNG,PNG,2000,0.75,254.9
PNG,PNG,2001,0.76,251.91
PNG,PNG,2002,0.78,253.26
PNG,PNG,2003,0.76,244.76
PNG,PNG,2004,0.77,242.03
PNG,PNG,2005,0.78,240.53
PNG,PNG,2006,0.79,236.04
PNG,PNG,2007,0.8,232.61
PNG,PNG,2008,0.8,229.92
PNG,PNG,2009,0.8,224.4
PNG,PNG,2010,0.81,222.92
PNG,PNG,2011,0.81,218.27
PNG,PNG,2012,0.81,212.33
PNG,PNG,2013,0.81,207.73
PNG,PNG,2014,0.83,207.39
PNG,PNG,2015,0.82,200.52
PNG,PNG,2016,0.83,199.66
PNG,PNG,2017,0.85,197.46
PNG,PNG,2018,0.84,192.79
PNG,PNG,2019,0.83,187.5
PNG,PNG,2020,0.84,184.47
PNG,PNG,2021,0.84,179.62
PNG,PNG,2022,0.84,176.28
PNG,PNG,2023,0.83,169.45
PNG,PNG,2024,0.86,171.83
POL,POL,2000,64.25,709.6
POL,POL,2001,65.05,702.9
POL,POL,2002,66.62,701.49
POL,POL,2003,67.85,697.53
POL,POL,2004,69.56,692.11
POL,POL,2005,70.76,683.0
POL,POL,2006,72.29,676.64
POL,POL,2007,72.94,669.77
POL,POL,2008,75.12,669.85
POL,POL,2009,75.86,661.39
POL,POL,2010,77.63,650.86
POL,POL,2011,80.78,655.44
POL,POL,2012,81.07,646.14
POL,POL,2013,81.89,637.54
POL,POL,2014,85.4,636.41
POL,POL,2015,86.11,630.45
POL,POL,2016,87.39,624.05
POL,POL,2017,89.36,615.67
POL,POL,2018,90.01,613.24
POL,POL,2019,92.16,605.5
POL,POL,2020,94.83,604.17
POL,POL,2021,95.15,594.74
POL,POL,2022,97.41,590.55
POL,POL,2023,99.55,584.88
POL,POL,2024,100.44,581.58
PRI,PRI,2000,5.42,540.13
PRI,PRI,2001,5.5,531.76
PRI,PRI,2002,5.59,527.64
PRI,PRI,2003,5.67,519.48
PRI,PRI,2004,5.74,514.02
PRI,PRI,2005,5.9,509.08
PRI,PRI,2006,5.95,500.79
PRI,PRI,2007,6.13,498.98
PRI,PRI,2008,6.21,491.33
PRI,PRI,2009,6.37,489.54
PRI,PRI,2010,6.43,479.01
PRI,PRI,2011,6.56,476.39
PRI,PRI,2012,6.68,473.12
PRI,PRI,2013,6.72,464.33
PRI,PRI,2014,6.82,456.5
PRI,PRI,2015,6.96,453.76
PRI,PRI,2016,7.14,448.84
PRI,PRI,2017,7.28,446.13
PRI,PRI,2018,7.39,436.61
PRI,PRI,2019,7.4,430.9
PRI,PRI,2020,7.66,427.09
PRI,PRI,2021,7.72,421.66
PRI,PRI,2022,7.87,416.57
PRI,PRI,2023,8.08,412.74
PRI,PRI,2024,8.12,407.03
PRK,PRK,2000,2.91,392.16
PRK,PRK,2001,3.02,389.66
PRK,PRK,2002,3.12,385.46
PRK,PRK,2003,3.19,381.55
PRK,PRK,2004,3.4,385.84
PRK,PRK,2005,3.51,382.77
PRK,PRK,2006,3.65,383.09
PRK,PRK,2007,3.78,379.53
PRK,PRK,2008,3.91,378.93
PRK,PRK,2009,4.09,377.83
PRK,PRK,2010,4.27,378.63
PRK,PRK,2011,4.41,376.06
PRK,PRK,2012,4.57,373.76
PRK,PRK,2013,4.74,371.69
PRK,PRK,2014,4.92,369.19
PRK,PRK,2015,5.13,369.93
PRK,PRK,2016,5.32,369.25
PRK,PRK,2017,5.51,367.57
PRK,PRK,2018,5.7,363.84
PRK,PRK,2019,5.92,362.5
PRK,PRK,2020,6.13,362.11
PRK,PRK,2021,6.35,358.19
PRK,PRK,2022,6.59,358.3
PRK,PRK,2023,6.83,355.59
PRK,PRK,2024,7.21,359.27
PRT,PRT,2000,10.41,467.55
PRT,PRT,2001,10.43,450.4
PRT,PRT,2002,10.56,436.17
PRT,PRT,2003,10.51,421.84
PRT,PRT,2004,10.69,411.99
PRT,PRT,2005,10.7,396.01
PRT,PRT,2006,10.87,386.17
PRT,PRT,2007,10.8,370.4
PRT,PRT,2008,10.97,359.75
PRT,PRT,2009,10.8,344.51
PRT,PRT,2010,10.61,327.52
PRT,PRT,2011,10.61,314.89
PRT,PRT,2012,10.53,299.04
PRT,PRT,2013,10.6,289.03
PRT,PRT,2014,10.27,273.28
PRT,PRT,2015,10.17,259.32
PRT,PRT,2016,10.09,247.64
PRT,PRT,2017,9.76,231.52
PRT,PRT,2018,9.58,218.81
PRT,PRT,2019,9.4,206.08
PRT,PRT,2020,9.03,190.03
PRT,PRT,2021,8.62,176.04
PRT,PRT,2022,8.62,169.21
PRT,PRT,2023,7.9,149.24
PRT,PRT,2024,7.55,136.4
PRY,PRY,2000,0.95,34.73
PRY,PRY,2001,0.86,30.63
PRY,PRY,2002,0.9,30.98
PRY,PRY,2003,0.98,32.7
PRY,PRY,2004,0.99,31.53
PRY,PRY,2005,0.93,28.77
PRY,PRY,2006,0.95,28.52
PRY,PRY,2007,0.98,28.43
PRY,PRY,2008,1.0,27.81
PRY,PRY,2009,1.13,30.47
PRY,PRY,2010,1.12,29.23
PRY,PRY,2011,1.14,28.68
PRY,PRY,2012,1.02,24.57
PRY,PRY,2013,1.18,27.4
PRY,PRY,2014,1.19,26.93
PRY,PRY,2015,1.15,24.93
PRY,PRY,2016,1.32,27.86
PRY,PRY,2017,1.31,26.61
PRY,PRY,2018,1.39,27.27
PRY,PRY,2019,1.37,25.82
PRY,PRY,2020,1.46,26.7
PRY,PRY,2021,1.7,29.92
PRY,PRY,2022,1.66,28.5
PRY,PRY,2023,1.68,27.72
PRY,PRY,2024,1.89,29.98
PYF,PYF,2000,0.11,418.04
PYF,PYF,2001,0.11,415.37
PYF,PYF,2002,0.11,408.62
PYF,PYF,2003,0.12,400.3
PYF,PYF,2004,0.12,394.59
PYF,PYF,2005,0.12,386.94
PYF,PYF,2006,0.13,385.96
PYF,PYF,2007,0.13,378.83
PYF,PYF,2008,0.13,370.65
PYF,PYF,2009,0.14,365.34
PYF,PYF,2010,0.14,360.72
PYF,PYF,2011,0.14,353.42
PYF,PYF,2012,0.15,346.58
PYF,PYF,2013,0.15,340.63
PYF,PYF,2014,0.15,335.62
PYF,PYF,2015,0.16,330.09
PYF,PYF,2016,0.16,323.8
PYF,PYF,2017,0.17,314.99
PYF,PYF,2018,0.17,308.89
PYF,PYF,2019,0.17,308.53
PYF,PYF,2020,0.17,296.01
PYF,PYF,2021,0.18,291.39
PYF,PYF,2022,0.18,286.65
PYF,PYF,2023,0.19,277.97
PYF,PYF,2024,0.19,276.6
QAT,QAT,2000,10.75,489.08
QAT,QAT,2001,11.09,489.35
QAT,QAT,2002,11.53,489.03
QAT,QAT,2003,11.93,487.99
QAT,QAT,2004,12.2,481.95
QAT,QAT,2005,12.6,486.93
QAT,QAT,2006,13.03,483.11
QAT,QAT,2007,13.49,484.11
QAT,QAT,2008,13.93,484.39
QAT,QAT,2009,14.51,484.3
QAT,QAT,2010,15.07,484.61
QAT,QAT,2011,15.3,481.42
QAT,QAT,2012,15.97,484.53
QAT,QAT,2013,16.49,480.93
QAT,QAT,2014,17.07,481.44
QAT,QAT,2015,17.83,481.98
QAT,QAT,2016,18.25,479.33
QAT,QAT,2017,18.95,482.58
QAT,QAT,2018,19.55,477.9
QAT,QAT,2019,19.98,477.61
QAT,QAT,2020,20.89,480.14
QAT,QAT,2021,21.59,476.71
QAT,QAT,2022,22.44,477.88
QAT,QAT,2023,23.2,478.93
QAT,QAT,2024,23.7,475.12
ROU,ROU,2000,10.29,332.28
ROU,ROU,2001,10.53,330.27
ROU,ROU,2002,10.52,322.64
ROU,ROU,2003,10.78,319.87
ROU,ROU,2004,10.68,313.6
ROU,ROU,2005,10.88,307.13
ROU,ROU,2006,11.11,305.08
ROU,ROU,2007,11.05,296.53
ROU,ROU,2008,11.41,294.58
ROU,ROU,2009,11.39,288.77
ROU,ROU,2010,11.37,282.9
ROU,ROU,2011,11.49,279.09
ROU,ROU,2012,11.48,270.06
ROU,ROU,2013,11.25,260.82
ROU,ROU,2014,11.7,261.14
ROU,ROU,2015,11.85,257.07
ROU,ROU,2016,11.95,254.17
ROU,ROU,2017,11.89,247.18
ROU,ROU,2018,12.17,244.9
ROU,ROU,2019,12.0,234.76
ROU,ROU,2020,12.16,231.89
ROU,ROU,2021,12.09,226.49
ROU,ROU,2022,12.32,224.54
ROU,ROU,2023,12.08,213.96
ROU,ROU,2024,12.19,211.44
RUS,RUS,2000,303.31,368.26
RUS,RUS,2001,308.91,369.14
RUS,RUS,2002,314.22,370.97
RUS,RUS,2003,314.83,368.18
RUS,RUS,2004,320.27,367.26
RUS,RUS,2005,326.17,369.76
RUS,RUS,2006,331.27,368.92
RUS,RUS,2007,333.25,368.36
RUS,RUS,2008,342.28,368.9
RUS,RUS,2009,345.55,366.82
RUS,RUS,2010,351.8,366.24
RUS,RUS,2011,353.08,364.48
RUS,RUS,2012,359.71,366.57
RUS,RUS,2013,365.99,365.5
RUS,RUS,2014,370.62,365.4
RUS,RUS,2015,374.97,363.77
RUS,RUS,2016,380.17,361.98
RUS,RUS,2017,388.85,363.39
RUS,RUS,2018,390.82,362.86
RUS,RUS,2019,398.63,366.09
RUS,RUS,2020,401.23,363.53
RUS,RUS,2021,409.68,363.57
RUS,RUS,2022,414.35,361.83
RUS,RUS,2023,415.38,358.11
RUS,RUS,2024,431.68,366.05
RWA,RWA,2000,0.11,230.46
RWA,RWA,2001,0.11,225.21
RWA,RWA,2002,0.11,219.7
RWA,RWA,2003,0.11,214.18
RWA,RWA,2004,0.11,205.66
RWA,RWA,2005,0.12,201.96
RWA,RWA,2006,0.11,196.67
RWA,RWA,2007,0.11,186.08
RWA,RWA,2008,0.11,184.81
RWA,RWA,2009,0.11,176.49
RWA,RWA,2010,0.11,171.22
RWA,RWA,2011,0.11,166.22
RWA,RWA,2012,0.11,161.33
RWA,RWA,2013,0.11,151.94
RWA,RWA,2014,0.11,148.68
RWA,RWA,2015,0.11,140.25
RWA,RWA,2016,0.11,138.95
RWA,RWA,2017,0.11,129.92
RWA,RWA,2018,0.1,125.73
RWA,RWA,2019,0.1,120.45
RWA,RWA,2020,0.1,112.91
RWA,RWA,2021,0.1,104.87
RWA,RWA,2022,0.09,100.47
RWA,RWA,2023,0.09,92.66
RWA,RWA,2024,0.09,87.06
SAU,SAU,2000,142.15,580.77
SAU,SAU,2001,146.48,582.07
SAU,SAU,2002,148.65,579.79
SAU,SAU,2003,152.3,577.07
SAU,SAU,2004,153.96,575.24
SAU,SAU,2005,156.02,574.08
SAU,SAU,2006,160.79,574.35
SAU,SAU,2007,162.35,573.82
SAU,SAU,2008,165.32,571.73
SAU,SAU,2009,167.57,573.42
SAU,SAU,2010,171.18,567.71
SAU,SAU,2011,173.3,568.2
SAU,SAU,2012,178.42,567.1
SAU,SAU,2013,180.33,563.19
SAU,SAU,2014,184.57,566.36
SAU,SAU,2015,187.61,564.14
SAU,SAU,2016,189.9,561.99
SAU,SAU,2017,195.1,562.36
SAU,SAU,2018,197.08,561.43
SAU,SAU,2019,201.02,558.94
SAU,SAU,2020,206.25,558.78
SAU,SAU,2021,209.52,555.7
SAU,SAU,2022,214.99,556.22
SAU,SAU,2023,218.25,558.38
SAU,SAU,2024,223.72,557.52
SDN,SDN,2000,1.47,217.28
SDN,SDN,2001,1.52,218.08
SDN,SDN,2002,1.52,212.79
SDN,SDN,2003,1.56,210.62
SDN,SDN,2004,1.55,203.06
SDN,SDN,2005,1.62,206.06
SDN,SDN,2006,1.64,201.68
SDN,SDN,2007,1.66,197.16
SDN,SDN,2008,1.7,197.52
SDN,SDN,2009,1.73,195.42
SDN,SDN,2010,1.76,192.61
SDN,SDN,2011,1.83,193.23
SDN,SDN,2012,1.8,185.42
SDN,SDN,2013,1.82,183.16
SDN,SDN,2014,1.86,181.85
SDN,SDN,2015,1.88,176.62
SDN,SDN,2016,1.93,176.82
SDN,SDN,2017,1.94,171.72
SDN,SDN,2018,1.98,171.29
SDN,SDN,2019,2.02,168.22
SDN,SDN,2020,2.07,166.89
SDN,SDN,2021,2.1,165.21
SDN,SDN,2022,2.07,157.98
SDN,SDN,2023,2.11,155.57
SDN,SDN,2024,2.21,157.14
SEN,SEN,2000,1.04,527.62
SEN,SEN,2001,1.09,523.26
SEN,SEN,2002,1.11,511.42
SEN,SEN,2003,1.16,507.63
SEN,SEN,2004,1.2,500.02
SEN,SEN,2005,1.23,491.72
SEN,SEN,2006,1.28,487.5
SEN,SEN,2007,1.31,478.61
SEN,SEN,2008,1.37,476.16
SEN,SEN,2009,1.42,469.84
SEN,SEN,2010,1.47,461.82
SEN,SEN,2011,1.49,454.01
SEN,SEN,2012,1.56,449.76
SEN,SEN,2013,1.61,442.55
SEN,SEN,2014,1.64,435.67
SEN,SEN,2015,1.68,428.72
SEN,SEN,2016,1.76,421.02
SEN,SEN,2017,1.8,415.24
SEN,SEN,2018,1.86,406.83
SEN,SEN,2019,1.94,403.7
SEN,SEN,2020,1.97,396.76
SEN,SEN,2021,2.04,390.13
SEN,SEN,2022,2.09,383.59
SEN,SEN,2023,2.17,378.14
SEN,SEN,2024,2.22,369.78
SGP,SGP,2000,9.81,494.81
SGP,SGP,2001,10.19,492.14
SGP,SGP,2002,10.76,495.3
SGP,SGP,2003,11.07,493.7
SGP,SGP,2004,11.61,492.52
SGP,SGP,2005,11.95,488.12
SGP,SGP,2006,12.48,486.61
SGP,SGP,2007,12.82,484.67
SGP,SGP,2008,13.71,487.18
SGP,SGP,2009,14.17,486.17
SGP,SGP,2010,14.83,487.1
SGP,SGP,2011,15.3,485.12
SGP,SGP,2012,15.98,483.14
SGP,SGP,2013,16.48,478.26
SGP,SGP,2014,17.24,478.33
SGP,SGP,2015,18.12,479.4
SGP,SGP,2016,18.86,478.97
SGP,SGP,2017,19.19,472.91
SGP,SGP,2018,20.17,478.06
SGP,SGP,2019,21.29,477.61
SGP,SGP,2020,21.93,473.35
SGP,SGP,2021,22.76,468.44
SGP,SGP,2022,23.82,471.27
SGP,SGP,2023,24.89,470.81
SGP,SGP,2024,25.97,468.84
SLB,SLB,2000,0.02,578.67
SLB,SLB,2001,0.02,570.89
SLB,SLB,2002,0.02,567.83
SLB,SLB,2003,0.02,562.2
SLB,SLB,2004,0.02,553.33
SLB,SLB,2005,0.03,549.03
SLB,SLB,2006,0.03,544.44
SLB,SLB,2007,0.03,542.65
SLB,SLB,2008,0.03,529.69
SLB,SLB,2009,0.03,530.36
SLB,SLB,2010,0.03,521.78
SLB,SLB,2011,0.03,518.51
SLB,SLB,2012,0.03,515.45
SLB,SLB,2013,0.03,506.53
SLB,SLB,2014,0.04,502.05
SLB,SLB,2015,0.03,497.24
SLB,SLB,2016,0.03,490.72
SLB,SLB,2017,0.04,484.81
SLB,SLB,2018,0.04,478.46
SLB,SLB,2019,0.04,473.04
SLB,SLB,2020,0.04,471.34
SLB,SLB,2021,0.04,463.88
SLB,SLB,2022,0.04,455.87
SLB,SLB,2023,0.05,452.89
SLB,SLB,2024,0.04,445.07
SLE,SLE,2000,0.11,423.8
SLE,SLE,2001,0.12,416.72
SLE,SLE,2002,0.12,412.98
SLE,SLE,2003,0.12,406.21
SLE,SLE,2004,0.12,404.58
SLE,SLE,2005,0.12,400.23
SLE,SLE,2006,0.12,393.48
SLE,SLE,2007,0.12,387.05
SLE,SLE,2008,0.13,382.34
SLE,SLE,2009,0.13,379.1
SLE,SLE,2010,0.13,375.32
SLE,SLE,2011,0.13,369.15
SLE,SLE,2012,0.13,362.54
SLE,SLE,2013,0.14,361.2
SLE,SLE,2014,0.14,354.43
SLE,SLE,2015,0.14,347.54
SLE,SLE,2016,0.14,344.21
SLE,SLE,2017,0.14,339.33
SLE,SLE,2018,0.14,335.7
SLE,SLE,2019,0.15,330.41
SLE,SLE,2020,0.15,328.64
SLE,SLE,2021,0.15,324.07
SLE,SLE,2022,0.15,315.91
SLE,SLE,2023,0.15,310.62
SLE,SLE,2024,0.15,308.85
SLV,SLV,2000,1.41,331.89
SLV,SLV,2001,1.42,325.52
SLV,SLV,2002,1.42,320.68
SLV,SLV,2003,1.39,309.93
SLV,SLV,2004,1.39,302.54
SLV,SLV,2005,1.37,293.35
SLV,SLV,2006,1.36,282.5
SLV,SLV,2007,1.36,277.32
SLV,SLV,2008,1.34,270.84
SLV,SLV,2009,1.32,257.53
SLV,SLV,2010,1.3,249.45
SLV,SLV,2011,1.31,244.96
SLV,SLV,2012,1.3,238.28
SLV,SLV,2013,1.28,230.49
SLV,SLV,2014,1.24,218.56
SLV,SLV,2015,1.21,208.07
SLV,SLV,2016,1.2,202.45
SLV,SLV,2017,1.18,195.34
SLV,SLV,2018,1.15,184.47
SLV,SLV,2019,1.13,179.55
SLV,SLV,2020,1.07,166.89
SLV,SLV,2021,1.07,161.27
SLV,SLV,2022,1.01,149.98
SLV,SLV,2023,1.01,146.89
SLV,SLV,2024,0.95,135.21
SOM,SOM,2000,0.12,652.8
SOM,SOM,2001,0.12,646.05
SOM,SOM,2002,0.12,640.76
SOM,SOM,2003,0.13,635.01
SOM,SOM,2004,0.13,634.37
SOM,SOM,2005,0.14,628.35
SOM,SOM,2006,0.14,613.57
SOM,SOM,2007,0.14,612.78
SOM,SOM,2008,0.15,605.71
SOM,SOM,2009,0.16,603.13
SOM,SOM,2010,0.16,593.95
SOM,SOM,2011,0.16,585.73
SOM,SOM,2012,0.17,581.46
SOM,SOM,2013,0.18,576.02
SOM,SOM,2014,0.18,572.06
SOM,SOM,2015,0.19,567.06
SOM,SOM,2016,0.2,559.45
SOM,SOM,2017,0.21,555.74
SOM,SOM,2018,0.21,545.41
SOM,SOM,2019,0.22,544.69
SOM,SOM,2020,0.23,540.47
SOM,SOM,2021,0.23,533.33
SOM,SOM,2022,0.24,525.38
SOM,SOM,2023,0.25,519.55
SOM,SOM,2024,0.26,513.33
SPM,SPM,2000,0.01,587.81
SPM,SPM,2001,0.01,582.55
SPM,SPM,2002,0.01,567.91
SPM,SPM,2003,0.01,559.27
SPM,SPM,2004,0.01,549.69
SPM,SPM,2005,0.01,541.91
SPM,SPM,2006,0.01,531.39
SPM,SPM,2007,0.01,525.73
SPM,SPM,2008,0.01,516.0
SPM,SPM,2009,0.01,508.28
SPM,SPM,2010,0.02,502.24
SPM,SPM,2011,0.01,492.94
SPM,SPM,2012,0.01,479.0
SPM,SPM,2013,0.01,468.26
SPM,SPM,2014,0.01,465.15
SPM,SPM,2015,0.01,451.78
SPM,SPM,2016,0.01,447.77
SPM,SPM,2017,0.02,434.18
SPM,SPM,2018,0.02,423.64
SPM,SPM,2019,0.02,416.97
SPM,SPM,2020,0.02,408.26
SPM,SPM,2021,0.02,399.29
SPM,SPM,2022,0.02,388.37
SPM,SPM,2023,0.02,381.61
SPM,SPM,2024,0.02,372.96
SRB,SRB,2000,10.36,582.9
SRB,SRB,2001,10.61,577.42
SRB,SRB,2002,10.79,576.95
SRB,SRB,2003,11.11,574.38
SRB,SRB,2004,11.48,572.92
SRB,SRB,2005,11.89,571.18
SRB,SRB,2006,12.24,572.79
SRB,SRB,2007,12.46,572.7
SRB,SRB,2008,12.87,566.71
SRB,SRB,2009,13.05,561.37
SRB,SRB,2010,13.52,561.52
SRB,SRB,2011,13.9,560.6
SRB,SRB,2012,14.16,559.52
SRB,SRB,2013,14.7,557.99
SRB,SRB,2014,14.89,550.52
SRB,SRB,2015,15.44,550.95
SRB,SRB,2016,15.91,546.99
SRB,SRB,2017,16.33,548.95
SRB,SRB,2018,16.77,546.25
SRB,SRB,2019,17.05,538.62
SRB,SRB,2020,17.54,541.29
SRB,SRB,2021,18.23,541.53
SRB,SRB,2022,18.69,536.99
SRB,SRB,2023,18.98,530.13
SRB,SRB,2024,19.71,532.45
SSD,SSD,2000,0.09,634.83
SSD,SSD,2001,0.09,627.57
SSD,SSD,2002,0.09,624.58
SSD,SSD,2003,0.09,625.36
SSD,SSD,2004,0.1,620.04
SSD,SSD,2005,0.1,616.36
SSD,SSD,2006,0.1,612.03
SSD,SSD,2007,0.1,612.68
SSD,SSD,2008,0.11,607.3
SSD,SSD,2009,0.11,601.06
SSD,SSD,2010,0.11,598.87
SSD,SSD,2011,0.12,594.59
SSD,SSD,2012,0.12,589.06
SSD,SSD,2013,0.12,590.3
SSD,SSD,2014,0.13,586.99
SSD,SSD,2015,0.13,583.26
SSD,SSD,2016,0.13,578.16
SSD,SSD,2017,0.14,576.75
SSD,SSD,2018,0.14,570.55
SSD,SSD,2019,0.15,569.01
SSD,SSD,2020,0.15,564.49
SSD,SSD,2021,0.15,561.2
SSD,SSD,2022,0.16,555.05
SSD,SSD,2023,0.16,554.2
SSD,SSD,2024,0.16,548.68
STP,STP,2000,0.03,529.32
STP,STP,2001,0.03,523.97
STP,STP,2002,0.03,519.33
STP,STP,2003,0.03,513.46
STP,STP,2004,0.03,505.1
STP,STP,2005,0.03,501.62
STP,STP,2006,0.03,494.05
STP,STP,2007,0.03,485.24
STP,STP,2008,0.03,479.22
STP,STP,2009,0.03,474.71
STP,STP,2010,0.03,466.2
STP,STP,2011,0.03,459.34
STP,STP,2012,0.03,457.77
STP,STP,2013,0.03,449.99
STP,STP,2014,0.03,445.42
STP,STP,2015,0.03,435.76
STP,STP,2016,0.03,426.08
STP,STP,2017,0.03,424.86
STP,STP,2018,0.03,415.33
STP,STP,2019,0.04,411.34
STP,STP,2020,0.04,402.65
STP,STP,2021,0.04,399.28
STP,STP,2022,0.04,389.48
STP,STP,2023,0.04,384.53
STP,STP,2024,0.04,381.23
SUR,SUR,2000,0.25,221.2
SUR,SUR,2001,0.25,216.71
SUR,SUR,2002,0.25,211.83
SUR,SUR,2003,0.26,211.1
SUR,SUR,2004,0.26,206.33
SUR,SUR,2005,0.26,202.62
SUR,SUR,2006,0.25,197.64
SUR,SUR,2007,0.26,193.38
SUR,SUR,2008,0.26,190.59
SUR,SUR,2009,0.26,186.59
SUR,SUR,2010,0.26,181.7
SUR,SUR,2011,0.27,181.35
SUR,SUR,2012,0.27,175.89
SUR,SUR,2013,0.27,176.08
SUR,SUR,2014,0.27,171.57
SUR,SUR,2015,0.26,162.69
SUR,SUR,2016,0.27,163.1
SUR,SUR,2017,0.27,158.26
SUR,SUR,2018,0.26,151.87
SUR,SUR,2019,0.27,152.12
SUR,SUR,2020,0.26,144.4
SUR,SUR,2021,0.27,143.75
SUR,SUR,2022,0.27,144.01
SUR,SUR,2023,0.28,139.77
SUR,SUR,2024,0.26,131.23
SVK,SVK,2000,2.5,171.75
SVK,SVK,2001,2.54,168.44
SVK,SVK,2002,2.67,171.15
SVK,SVK,2003,2.62,166.02
SVK,SVK,2004,2.67,163.9
SVK,SVK,2005,2.68,159.55
SVK,SVK,2006,2.75,159.42
SVK,SVK,2007,2.73,154.48
SVK,SVK,2008,2.81,154.66
SVK,SVK,2009,2.83,150.6
SVK,SVK,2010,2.84,148.11
SVK,SVK,2011,2.91,147.47
SVK,SVK,2012,2.91,143.64
SVK,SVK,2013,2.9,138.94
SVK,SVK,2014,2.86,134.22
SVK,SVK,2015,3.09,138.64
SVK,SVK,2016,2.95,131.01
SVK,SVK,2017,3.14,133.97
SVK,SVK,2018,3.15,131.03
SVK,SVK,2019,3.11,127.23
SVK,SVK,2020,3.15,125.14
SVK,SVK,2021,3.06,119.54
SVK,SVK,2022,3.12,117.16
SVK,SVK,2023,3.16,116.1
SVK,SVK,2024,3.18,113.53
SVN,SVN,2000,1.47,241.16
SVN,SVN,2001,1.48,235.27
SVN,SVN,2002,1.56,237.0
SVN,SVN,2003,1.6,234.22
SVN,SVN,2004,1.66,232.73
SVN,SVN,2005,1.69,227.85
SVN,SVN,2006,1.75,226.62
SVN,SVN,2007,1.85,229.04
SVN,SVN,2008,1.9,227.3
SVN,SVN,2009,1.92,220.72
SVN,SVN,2010,2.0,220.02
SVN,SVN,2011,2.1,220.43
SVN,SVN,2012,2.13,216.64
SVN,SVN,2013,2.19,215.29
SVN,SVN,2014,2.27,212.98
SVN,SVN,2015,2.35,211.76
SVN,SVN,2016,2.46,211.19
SVN,SVN,2017,2.46,205.29
SVN,SVN,2018,2.58,206.63
SVN,SVN,2019,2.65,205.09
SVN,SVN,2020,2.71,199.63
SVN,SVN,2021,2.88,201.85
SVN,SVN,2022,2.97,201.16
SVN,SVN,2023,3.02,196.44
SVN,SVN,2024,3.11,194.2
SWE,SWE,2000,12.56,157.53
SWE,SWE,2001,13.06,157.75
SWE,SWE,2002,12.37,145.5
SWE,SWE,2003,12.5,142.16
SWE,SWE,2004,12.26,135.71
SWE,SWE,2005,12.77,136.66
SWE,SWE,2006,12.25,127.58
SWE,SWE,2007,11.93,120.69
SWE,SWE,2008,11.72,113.77
SWE,SWE,2009,11.47,108.39
SWE,SWE,2010,10.95,99.43
SWE,SWE,2011,10.72,95.21
SWE,SWE,2012,10.65,91.19
SWE,SWE,2013,9.99,83.04
SWE,SWE,2014,10.04,81.19
SWE,SWE,2015,9.9,77.6
SWE,SWE,2016,9.53,72.06
SWE,SWE,2017,8.31,60.74
SWE,SWE,2018,8.47,59.81
SWE,SWE,2019,7.54,52.2
SWE,SWE,2020,7.55,50.01
SWE,SWE,2021,6.19,40.5
SWE,SWE,2022,5.68,35.57
SWE,SWE,2023,5.18,31.28
SWE,SWE,2024,4.06,23.89
SWZ,SWZ,2000,0.11,391.42
SWZ,SWZ,2001,0.11,379.79
SWZ,SWZ,2002,0.11,362.61
SWZ,SWZ,2003,0.11,351.84
SWZ,SWZ,2004,0.11,341.58
SWZ,SWZ,2005,0.11,332.42
SWZ,SWZ,2006,0.1,321.38
SWZ,SWZ,2007,0.1,310.19
SWZ,SWZ,2008,0.1,297.11
SWZ,SWZ,2009,0.1,286.51
SWZ,SWZ,2010,0.1,273.28
SWZ,SWZ,2011,0.1,263.38
SWZ,SWZ,2012,0.1,252.57
SWZ,SWZ,2013,0.09,241.93
SWZ,SWZ,2014,0.09,227.84
SWZ,SWZ,2015,0.09,215.57
SWZ,SWZ,2016,0.08,206.09
SWZ,SWZ,2017,0.08,195.1
SWZ,SWZ,2018,0.08,183.33
SWZ,SWZ,2019,0.08,169.98
SWZ,SWZ,2020,0.07,161.21
